Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
J J Rhatigan and Co,Submit Leavers,2026-05-13 14:37:49.006000Z,163109M,Completed,Active
Datalec Precision Installations Limited,Submit Leavers,2026-05-13 14:27:10.565000Z,167270M,Received,Active
Datalec Precision Installations Limited,Submit Leavers,2026-05-13 14:10:08.535000Z,167270M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 14:00:33.169000Z,167244M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 14:00:27.417000Z,167242M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 13:45:17.903000Z,167244M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 13:43:34.631000Z,167242M,Submitted,Active
Sunbeam House Services CLG,Submit Leavers,2026-05-13 13:40:54.913000Z,162484M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 13:34:33.008000Z,167213M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 13:16:14.841000Z,167213M,Submitted,Active
I T Alliance Group Ltd,Submit Leavers,2026-05-13 13:02:36.763000Z,167197M,Received,Active
I T Alliance Group Ltd,Submit Leavers,2026-05-13 13:02:36.548000Z,167196M,Received,Active
I T Alliance Group Ltd,Submit Leavers,2026-05-13 12:44:48.084000Z,167197M,Submitted,Active
I T Alliance Group Ltd,Submit Leavers,2026-05-13 12:43:36.446000Z,167196M,Submitted,Active
Darwin,Submit Leavers,2026-05-13 11:26:33.383000Z,167119M,Received,Active
Darwin,Submit Leavers,2026-05-13 11:04:17.272000Z,167119M,Submitted,Active
BearingPoint Ireland Limited,Submit Leavers,2026-05-13 10:25:33.848000Z,162955M,Completed,Active
Western Care Association,Submit Leavers,2026-05-13 10:12:08.838000Z,161932M,Completed,Active
SOS Kilkenny CLG,Submit Leavers,2026-05-13 10:10:00.871000Z,161817M,Completed,Active
Union Of The Sisters Of The Presentation,Submit Leavers,2026-05-13 10:06:04.464000Z,167041M,Received,Active
Union Of The Sisters Of The Presentation,Submit Leavers,2026-05-13 09:49:37.574000Z,167041M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 09:33:55.365000Z,163093M,Completed,Active
Waterford Intellectual Disability Association CLG,Submit Leavers,2026-05-13 09:33:25.065000Z,161753M,Completed,Active
Western Care Association,Submit Leavers,2026-05-13 09:09:59.924000Z,161657M,Completed,Active
Viatris Pension Plan,Submit Leavers,2026-05-13 09:03:32.872000Z,166966M,Received,Active
Viatris Pension Plan,Submit Leavers,2026-05-13 08:43:04.664000Z,166966M,Submitted,Active
Pramerica Systems Ireland Ltd,Submit Leavers,2026-05-13 08:32:25.047000Z,162939M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 08:26:49.003000Z,166948M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 08:11:45.777000Z,166948M,Submitted,Active
Blackrock Health,Submit Leavers,2026-05-13 07:48:03.434000Z,166935M,Received,Active
Blackrock Health,Submit Leavers,2026-05-13 07:33:43.660000Z,166935M,Submitted,Active
eircom,Submit Leavers,2026-05-12 16:53:08.947000Z,166726M,Received,Active
eircom,Submit Leavers,2026-05-12 16:30:25.217000Z,166726M,Submitted,Active
Boxmore Plastics Limited,Submit Leavers,2026-05-12 14:57:22.893000Z,162232M,Cancelled,Active
United Technologies Research Centre Irl Ltd,Submit Leavers,2026-05-12 13:58:44.485000Z,166561M,Received,Active
United Technologies Research Centre Irl Ltd,Submit Leavers,2026-05-12 13:39:40.006000Z,166561M,Submitted,Active
Entain Group,Submit Leavers,2026-05-12 13:33:40.294000Z,166525M,Received,Active
Entain Group,Submit Leavers,2026-05-12 13:11:43.623000Z,166525M,Submitted,Active
Klaviyo Ireland Limited,Submit Leavers,2026-05-12 13:08:39.700000Z,162691M,Completed,Active
Cheshire Foundation in Ireland,Submit Leavers,2026-05-12 13:01:23.026000Z,162349M,Completed,Active
Caragh Tool and Die Ltd,Submit Leavers,2026-05-12 12:43:36.261000Z,166481M,Received,Active
Bidvest Noonan  ROI  Limited,Submit Leavers,2026-05-12 12:33:09.793000Z,166460M,Completed,Active
Caragh Tool and Die Ltd,Submit Leavers,2026-05-12 12:18:41.755000Z,166481M,Submitted,Active
Bidvest Noonan  ROI  Limited,Submit Leavers,2026-05-12 12:04:59.248000Z,166455M,Received,Active
Bidvest Noonan  ROI  Limited,Submit Leavers,2026-05-12 12:04:51.360000Z,166460M,Received,Active
Bidvest Noonan  ROI  Limited,Submit Leavers,2026-05-12 11:45:56.823000Z,166460M,Submitted,Active
Bidvest Noonan  ROI  Limited,Submit Leavers,2026-05-12 11:41:57.956000Z,166455M,Submitted,Active
The Childrens Sunshine Home,Submit Leavers,2026-05-12 11:32:02.515000Z,161138M,Completed,Active
Synergy Health Ireland Limited,Submit Leavers,2026-05-12 11:26:08.506000Z,166352M,Completed,Active
Cheshire Foundation in Ireland,Submit Leavers,2026-05-12 11:16:44.816000Z,162342M,Cancelled,Active
Vera Financial DAC,Submit Leavers,2026-05-12 11:01:08.043000Z,166316M,Completed,Active
Glennon Employee Benefits,Submit Leavers,2026-05-12 10:25:41.879000Z,166369M,Received,Active
Synergy Health Ireland Limited,Submit Leavers,2026-05-12 10:12:59.658000Z,166353M,Received,Active
Glennon Employee Benefits,Submit Leavers,2026-05-12 10:04:25.355000Z,166369M,Submitted,Active
Synergy Health Ireland Limited,Submit Leavers,2026-05-12 10:00:24.688000Z,166352M,Received,Active
Synergy Health Ireland Limited,Submit Leavers,2026-05-12 09:47:52.473000Z,166353M,Submitted,Active
Synergy Health Ireland Limited,Submit Leavers,2026-05-12 09:46:24.330000Z,166352M,Submitted,Active
St Christophers Services CLG,Submit Leavers,2026-05-12 09:34:08.736000Z,166338M,Received,Active
St Christophers Services CLG,Submit Leavers,2026-05-12 09:18:10.588000Z,166338M,Submitted,Active
Pat the Baker,Submit Leavers,2026-05-12 08:47:20.526000Z,162549M,Completed,Active
Ethos Engineering Limited,Submit Leavers,2026-05-12 08:46:44.670000Z,162629M,Completed,Active
Kerry Group Plc,Submit Leavers,2026-05-12 08:43:44.145000Z,161931M,Completed,Active
Vera Financial DAC,Submit Leavers,2026-05-12 08:42:10.388000Z,166316M,Received,Active
Vera Financial DAC,Submit Leavers,2026-05-12 08:18:21.493000Z,166316M,Submitted,Active
Zellis,Submit Leavers,2026-05-12 08:15:58.163000Z,166311M,Received,Active
GoTo Technologies Ireland Unlimited Co,Submit Leavers,2026-05-12 08:15:51.496000Z,166307M,Received,Active
Zellis,Submit Leavers,2026-05-12 08:01:34.507000Z,166311M,Submitted,Active
GoTo Technologies Ireland Unlimited Co,Submit Leavers,2026-05-12 07:58:28.838000Z,166307M,Submitted,Active
Hammerson Group Management Ltd,Submit Leavers,2026-05-11 15:41:41.921000Z,163780M,Completed,Active
Intercom R and D Unlimited Company,Submit Leavers,2026-05-11 15:29:43.534000Z,160406M,Completed,Active
Element Six,Submit Leavers,2026-05-11 15:10:38.963000Z,163828M,Received,Active
Element Six,Submit Leavers,2026-05-11 14:47:50.298000Z,163828M,Submitted,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-11 14:46:18.058000Z,163821M,Received,Active
Coupa Operations Inc,Submit Leavers,2026-05-11 14:43:18.976000Z,161645M,Cancelled,Active
St Josephs Foundation,Submit Leavers,2026-05-11 14:28:12.886000Z,161078M,Completed,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-11 14:28:09.913000Z,163821M,Submitted,Active
JCDecaux Ireland Ltd,Submit Leavers,2026-05-11 14:13:00.635000Z,161653M,Completed,Active
The Agricultural Trust,Submit Leavers,2026-05-11 14:08:38.156000Z,163786M,Received,Active
CSC Capital Markets Ireland Ltd,Submit Leavers,2026-05-11 14:05:16.114000Z,161705M,Cancelled,Active
Slieve Russell Hotels,Submit Leavers,2026-05-11 13:59:03.610000Z,157532M,Completed,Active
The Agricultural Trust,Submit Leavers,2026-05-11 13:50:02.807000Z,163786M,Submitted,Active
Hammerson Group Management Ltd,Submit Leavers,2026-05-11 13:41:07.045000Z,163780M,Received,Active
Hammerson Group Management Ltd,Submit Leavers,2026-05-11 13:28:28.099000Z,163780M,Submitted,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-05-11 11:32:25.530000Z,163734M,Completed,Active
MBEU Designated Activity Company,Submit Leavers,2026-05-11 11:27:23.653000Z,163676M,Completed,Active
Spectrum Plastics Group,Submit Leavers,2026-05-11 11:22:22.897000Z,163688M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-11 11:07:10.256000Z,163645M,Completed,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-05-11 11:03:29.039000Z,163734M,Received,Active
Finance Matters,Submit Leavers,2026-05-11 11:02:22.623000Z,163632M,Completed,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-05-11 10:42:14.092000Z,163734M,Submitted,Active
Mitsubishi Electric Europe BV,Submit Leavers,2026-05-11 10:37:55.894000Z,163723M,Received,Active
Mitsubishi Electric Europe BV,Submit Leavers,2026-05-11 10:25:25.181000Z,163723M,Submitted,Active
Spectrum Plastics Group,Submit Leavers,2026-05-11 10:12:49.089000Z,163688M,Received,Active
MBEU Designated Activity Company,Submit Leavers,2026-05-11 09:52:43.589000Z,163676M,Received,Active
Spectrum Plastics Group,Submit Leavers,2026-05-11 09:43:34.670000Z,163688M,Submitted,Active
MBEU Designated Activity Company,Submit Leavers,2026-05-11 09:32:19.087000Z,163676M,Submitted,Active
Entain Group,Submit Leavers,2026-05-11 09:28:20.546000Z,161771M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-11 09:13:33.748000Z,163645M,Received,Active
Blackrock Health,Submit Leavers,2026-05-11 09:11:32.669000Z,161579M,Completed,Active
Freshways limited Company,Submit Leavers,2026-05-11 09:02:30.923000Z,161690M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-11 09:00:25.407000Z,163639M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-11 08:47:37.431000Z,163645M,Submitted,Active
Finance Matters,Submit Leavers,2026-05-11 08:46:48.219000Z,163632M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-11 08:38:22.449000Z,163639M,Submitted,Active
Finance Matters,Submit Leavers,2026-05-11 08:22:39.634000Z,163632M,Submitted,Active
Immedis Ltd,Submit Leavers,2026-05-11 07:27:16.357000Z,163605M,Received,Active
Immedis Ltd,Submit Leavers,2026-05-11 07:05:21.123000Z,163605M,Submitted,Active
Viatris Pension Plan,Submit Leavers,2026-05-08 16:55:09.603000Z,161815M,Completed,Active
World Rugby Limited,Submit Leavers,2026-05-08 15:36:17.458000Z,163152M,Received,Active
World Rugby Limited,Submit Leavers,2026-05-08 15:17:00.012000Z,163152M,Submitted,Active
Monument Insurance Services Ltd,Submit Leavers,2026-05-08 15:11:44.396000Z,163070M,Completed,Active
J J Rhatigan and Co,Submit Leavers,2026-05-08 14:40:34.481000Z,163109M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-08 14:29:09.569000Z,163093M,Received,Active
J J Rhatigan and Co,Submit Leavers,2026-05-08 14:27:48.357000Z,163109M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-08 14:12:59.359000Z,163093M,Submitted,Active
Monument Insurance Services Ltd,Submit Leavers,2026-05-08 14:06:30.492000Z,163070M,Received,Active
Monument Insurance Services Ltd,Submit Leavers,2026-05-08 13:46:27.536000Z,163070M,Submitted,Active
Chemco Ireland Ltd,Submit Leavers,2026-05-08 13:31:04.419000Z,161273M,Completed,Active
Remote Technology Services Ltd,Submit Leavers,2026-05-08 11:27:06.988000Z,161076M,Completed,Active
BearingPoint Ireland Limited,Submit Leavers,2026-05-08 11:19:25.256000Z,162955M,Received,Active
BearingPoint Ireland Limited,Submit Leavers,2026-05-08 11:02:34.341000Z,162955M,Submitted,Active
Pramerica Systems Ireland Ltd,Submit Leavers,2026-05-08 10:44:00.991000Z,162939M,Received,Active
Hertz Europe Service Centre Limited,Submit Leavers,2026-05-08 10:41:00.240000Z,156871M,Completed,Active
Guerbet Ireland ulc,Submit Leavers,2026-05-08 10:36:31.899000Z,161108M,Completed,Active
Pramerica Systems Ireland Ltd,Submit Leavers,2026-05-08 10:31:04.570000Z,162939M,Submitted,Active
Ability West,Submit Leavers,2026-05-08 10:06:07.645000Z,159863M,Completed,Active
ACG Aircraft Leasing Ireland Limited,Submit Leavers,2026-05-08 09:29:41.470000Z,161440M,Completed,Active
Sappho Group Employee Benefits Plan,Submit Leavers,2026-05-08 09:03:48.332000Z,160079M,Completed,Active
Tiffany and Co Jewellers td,Submit Leavers,2026-05-08 08:57:42.407000Z,161188M,Completed,Active
Xerox Europe ltd,Submit Leavers,2026-05-08 08:36:54.388000Z,159256M,Completed,Active
Arctera International Limited,Submit Leavers,2026-05-08 08:28:06.495000Z,161365M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-08 08:27:05.451000Z,161400M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-08 08:13:23.735000Z,161109M,Completed,Active
Klaviyo Ireland Limited,Submit Leavers,2026-05-07 20:23:50.872000Z,162691M,Received,Active
Klaviyo Ireland Limited,Submit Leavers,2026-05-07 20:08:16.835000Z,162691M,Submitted,Active
Ethos Engineering Limited,Submit Leavers,2026-05-07 16:35:26.400000Z,162629M,Received,Active
Ethos Engineering Limited,Submit Leavers,2026-05-07 16:19:22.366000Z,162629M,Submitted,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 15:41:03.065000Z,162538M,Completed,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 15:36:21.271000Z,162537M,Completed,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 15:32:23.202000Z,162530M,Completed,Active
Irish Life,Submit Leavers,2026-05-07 15:27:42.249000Z,162508M,Completed,Active
Stryker Ireland,Submit Leavers,2026-05-07 14:58:07.937000Z,162546M,Received,Active
Pat the Baker,Submit Leavers,2026-05-07 14:58:03.657000Z,162547M,Received,Active
Pat the Baker,Submit Leavers,2026-05-07 14:57:56.779000Z,162549M,Received,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-07 14:45:45.239000Z,113158M,Completed,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 14:41:29.901000Z,162538M,Received,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 14:41:29.333000Z,162537M,Received,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 14:41:19.208000Z,162534M,Received,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 14:41:11.885000Z,162530M,Received,Active
Pat the Baker,Submit Leavers,2026-05-07 14:38:15.446000Z,162549M,Submitted,Active
Pat the Baker,Submit Leavers,2026-05-07 14:34:34.653000Z,162547M,Submitted,Active
Focus Ireland,Submit Leavers,2026-05-07 14:33:48.735000Z,160383M,Completed,Active
Stryker Ireland,Submit Leavers,2026-05-07 14:30:13.831000Z,162546M,Submitted,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 14:21:47.198000Z,162538M,Submitted,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 14:20:52.590000Z,162537M,Submitted,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 14:18:41.229000Z,162534M,Submitted,Active
Solenis Ireland Limited,Submit Leavers,2026-05-07 14:17:25.634000Z,162530M,Submitted,Active
Irish Life,Submit Leavers,2026-05-07 14:11:09.284000Z,162508M,Received,Active
Irish Life,Submit Leavers,2026-05-07 13:51:11.504000Z,162508M,Submitted,Active
Sunbeam House Services CLG,Submit Leavers,2026-05-07 13:34:37.300000Z,162484M,Received,Active
Sunbeam House Services CLG,Submit Leavers,2026-05-07 13:12:28.368000Z,162484M,Submitted,Active
St Cronans Association CLG,Submit Leavers,2026-05-07 12:11:44.842000Z,162285M,Completed,Active
An Breacadh Nua,Submit Leavers,2026-05-07 12:04:23.776000Z,162391M,Received,Active
Richmond Marketing Limited,Submit Leavers,2026-05-07 11:45:58.379000Z,162274M,Completed,Active
An Breacadh Nua,Submit Leavers,2026-05-07 11:42:10.725000Z,162391M,Submitted,Active
Cheshire Foundation in Ireland,Submit Leavers,2026-05-07 11:29:19.078000Z,162349M,Received,Active
Cheshire Foundation in Ireland,Submit Leavers,2026-05-07 11:27:52.679000Z,162342M,Received,Active
Cheshire Foundation in Ireland,Submit Leavers,2026-05-07 10:58:18.207000Z,162349M,Submitted,Active
Cheshire Foundation in Ireland,Submit Leavers,2026-05-07 10:54:38.839000Z,162342M,Submitted,Active
Tandem Project Management Limited,Submit Leavers,2026-05-07 10:53:04.882000Z,160332M,Completed,Active
Rowex Limited,Submit Leavers,2026-05-07 10:52:29.417000Z,160969M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-07 10:50:31.424000Z,162220M,Completed,Active
Mediolanum International Funds Limited,Submit Leavers,2026-05-07 10:44:19.249000Z,160310M,Completed,Active
Coca Cola,Submit Leavers,2026-05-07 10:35:29.665000Z,160783M,Completed,Active
DLA Piper Ireland LLP,Submit Leavers,2026-05-07 10:27:21.467000Z,160307M,Completed,Active
St Cronans Association CLG,Submit Leavers,2026-05-07 10:12:53.030000Z,162285M,Received,Active
Richmond Marketing Limited,Submit Leavers,2026-05-07 10:00:17.945000Z,162274M,Received,Active
St Cronans Association CLG,Submit Leavers,2026-05-07 09:52:20.581000Z,162285M,Submitted,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-07 09:44:23.330000Z,160567M,Completed,Active
Richmond Marketing Limited,Submit Leavers,2026-05-07 09:43:42.883000Z,162274M,Submitted,Active
Magnet Networks Ltd,Submit Leavers,2026-05-07 09:43:12.570000Z,161218M,Completed,Active
Boxmore Plastics Limited,Submit Leavers,2026-05-07 09:22:42.495000Z,162232M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-07 09:22:34.972000Z,162220M,Received,Active
Stryker Ireland,Submit Leavers,2026-05-07 09:09:52.565000Z,162219M,Received,Active
Stryker Ireland,Submit Leavers,2026-05-07 09:09:51.954000Z,162216M,Received,Active
Boxmore Plastics Limited,Submit Leavers,2026-05-07 09:06:26.602000Z,162232M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-07 08:57:22.243000Z,162220M,Submitted,Active
Stryker Ireland,Submit Leavers,2026-05-07 08:56:39.077000Z,162219M,Submitted,Active
Stryker Ireland,Submit Leavers,2026-05-07 08:55:16.438000Z,162216M,Submitted,Active
FDC Group,Submit Leavers,2026-05-07 07:34:49.040000Z,153099M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-07 07:07:17.899000Z,160367M,Completed,Active
Kerry Group Plc,Submit Leavers,2026-05-06 15:58:30.503000Z,161931M,Received,Active
Western Care Association,Submit Leavers,2026-05-06 15:58:24.018000Z,161932M,Received,Active
Western Care Association,Submit Leavers,2026-05-06 15:39:17.214000Z,161932M,Submitted,Active
Kerry Group Plc,Submit Leavers,2026-05-06 15:38:15.941000Z,161931M,Submitted,Active
Dornan Engineering Limited,Submit Leavers,2026-05-06 14:53:52.430000Z,159723M,Completed,Active
Dollinger Filtration Limited,Submit Leavers,2026-05-06 14:30:28.788000Z,154339M,Cancelled,Active
Entain Group,Submit Leavers,2026-05-06 13:55:17.830000Z,161799M,Completed,Active
SOS Kilkenny CLG,Submit Leavers,2026-05-06 13:43:32.014000Z,161817M,Received,Active
Viatris Pension Plan,Submit Leavers,2026-05-06 13:43:31.719000Z,161815M,Received,Active
Miele Ireland Ltd,Submit Leavers,2026-05-06 13:41:00.517000Z,156877M,Completed,Active
SOS Kilkenny CLG,Submit Leavers,2026-05-06 13:17:25.920000Z,161817M,Submitted,Active
Viatris Pension Plan,Submit Leavers,2026-05-06 13:16:37.932000Z,161815M,Submitted,Active
Entain Group,Submit Leavers,2026-05-06 13:14:47.082000Z,161799M,Received,Active
Entain Group,Submit Leavers,2026-05-06 12:50:17.171000Z,161799M,Submitted,Active
Kingfisher,Submit Leavers,2026-05-06 12:45:12.021000Z,159772M,Completed,Active
I T Alliance Group Ltd,Submit Leavers,2026-05-06 12:44:45.445000Z,160011M,Completed,Active
KARE,Submit Leavers,2026-05-06 12:39:53.389000Z,158726M,Completed,Active
